Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
EM_id0006_Rat_Liver_2D_WideEM_Rat_Liver_NCMIR_001_160408_1_1185_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 82 x 11 tiles. The dataset of crop_x2048 consisted of 41 x 5 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_WideEM_Rat_Liver_NCMIR_001_160408_1_1185_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0006_Rat_Liver_2D_WideEM_Rat_Liver_NCMIR_001_160408_1186_2370_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The rat liver section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x7500 (about 12 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 82 x 11 tiles. The dataset of crop_x2048 consisted of 41 x 5 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Rattus norvegicus,10116,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0006_Rat_Liver_2D_WideEM_Rat_Liver_NCMIR_001_160408_1186_2370_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Gap_1024_4dTensor.Rds,"4D arrays with the single label of non-cell area for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (1000x1000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Gap_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Gap_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_High_Gap_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Gap_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Mito_1024_4dTensor.Rds,"4D arrays with the single label of mitochondria for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (1000x1000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Mito_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Mito_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_High_Mito_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Mito_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Nuc_1024_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (1000x1000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Nuc_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_High_Nuc_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_High_Nuc_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_High_Nuc_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Fibroblast_1024_4dTensor.Rds,"4D arrays with the single label of fibroblast for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (3000x3000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Fibroblast_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Fibroblast_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Fibroblast_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Fibroblast_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Podocyte_1024_4dTensor.Rds,"4D arrays with the single label of podocyte for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (3000x3000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Podocyte_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Podocyte_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Podocyte_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Middle_Podocyte_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Low_Uriniferous_Tubule_1024_4dTensor.Rds,"4D arrays with the single label of uriniferous tubule for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (10000x10000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Low_Uriniferous_Tubule_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Low_Uriniferous_Tubule_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_Low_Uriniferous_Tubule_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Low_Uriniferous_Tubule_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Low_Glomerulus_1024_4dTensor.Rds,"4D arrays with the single label of glomerulus for the image segmentation. The mouse kidney section was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images (10000x10000 pixels) were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Low_Glomerulus_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0007_Mouse_Kidney_MultiScale_All_Low_Glomerulus_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0007_Mouse_Kidney_MultiScale_All_Low_Glomerulus_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Mus musculus,10090,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0007_Mouse_Kidney_MultiScale_All_Low_Glomerulus_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Cel_512_4dTensor.Rds,"4D arrays with the single label of cell body for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6-7kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9-11.8 nm/px). To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Cel_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Cel_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0008_Human_NB4_2D_All_Cel_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Cel_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Mito_512_4dTensor.Rds,"4D arrays with the single label of mitochondria for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6-7kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9-11.8 nm/px). To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Mito_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Mito_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0008_Human_NB4_2D_All_Mito_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Mito_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_crop512_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6-7kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9-11.8 nm/px). To convert them as the Rds file, the images were resized to be 512x512 (cropped images) pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_crop512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_crop512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0008_Human_NB4_2D_All_Nuc_crop512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_crop512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_512_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6-7kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9-11.8 nm/px). To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0008_Human_NB4_2D_All_Nuc_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_1024_4dTensor.Rds,"4D arrays with the single label of nucleus for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6-7kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9-11.8 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_1024_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_All_Nuc_1024_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0008_Human_NB4_2D_All_Nuc_1024_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0008_Human_NB4_2D_All_Nuc_1024_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_WideEM_NB4_097_01_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 11.8 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 40 x 16 tiles. The dataset of crop_x2048 consisted of 20 x 8 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_WideEM_NB4_097_01_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_WideEM_NB4_097_02_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The imaging magnification was x4000 (about 11.8 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 40 x 15 tiles. The dataset of crop_x2048 consisted of 20 x 7 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_WideEM_NB4_097_02_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0008_Human_NB4_2D_WideEM_NB4_127_4dtensor.Rds,"4D arrays with non-labels for the image segmentation. The section of human NB-4 cell (Human Leukemia, pre B-cell, cell line) was examined in a scanning electron microscope with the detection of backscattered electron. The acceleration voltage was 6kV and the working distance was 4 mm. The imaging magnification was x4000 (about 5.9 nm/px). To convert them as the Rds file, the images were resized to be 1024x1024 pixels during the processing. The dataset of crop_x1024 consisted of 15 x 12 tiles. The dataset of crop_x2048 consisted of 7 x 6 tiles.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Sep 01 2021,Homo sapiens,9606,NA,Satoshi Kume <satoshi.kume.1984@gmail.com>,Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0008_Human_NB4_2D_WideEM_NB4_127_4dtensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0009_MurineBMMC_All_512_4dTensor.Rds,"4D arrays with the multi-labels for the image segmentation. The section of murine bone marrow derived-mast cells was examined in a Philips/FEI CM10 (80 kV) electron microscope equipped with a Bio-scan Camera Model 792. Images were recorded with Digital Micrograph softwwere (Gatan). The imaging magnification was x5800. To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Mar 10 2011,Mus musculus,10090,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0009_MurineBMMC_All_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0009_MurineBMMC_All_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0009_MurineBMMC_All_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Mar 10 2011,Mus musculus,10090,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0009_MurineBMMC_All_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0010_HumanBlast_All_512_4dTensor.Rds,"4D arrays with the multi-labels for the image segmentation. The section of primary human T cells from blood of a healthy donor and phytohemagglutinin/IL-2 expanded human T cells (T cell blasts) was examined in a Philips/FEI CM10 (80 kV) electron microscope equipped with a Bio-scan Camera Model 792. Images were recorded with Digital Micrograph softwwere (Gatan). The imaging magnification was x5800. To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 27 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0010_HumanBlast_All_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0010_HumanBlast_All_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0010_HumanBlast_All_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Aug 27 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0010_HumanBlast_All_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0011_HumanJurkat_All_512_4dTensor.Rds,"4D arrays with the multi-labels for the image segmentation. The section of human T-cell line Jurkat was examined in a Philips/FEI CM10 (80 kV) electron microscope equipped with a Bio-scan Camera Model 792. Images were recorded with Digital Micrograph softwwere (Gatan). The imaging magnification was x4600. To convert them as the Rds file, the images were resized to be 512x512 pixels during the processing.",3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Mar 10 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,List,Rds,BioImageDbs/v02/EM_id0011_HumanJurkat_All_512_4dTensor.Rds,bioimage:segmentation:2D images:microscope:electron microscopy
EM_id0011_HumanJurkat_All_512_4dTensor_dataset.gif,A animation file (.gif) of the dataset of EM_id0011_HumanJurkat_All_512_4dTensor.Rds,3.14,NA,PNG,https://github.com/kumeS/BioImageDbs,Mar 10 2011,Homo sapiens,9606,NA,"Pattern Recognition and Image Processing, University of Freiburg. (https://lmb.informatik.uni-freiburg.de/resources/datasets/tem.en.html)",Satoshi Kume <satoshi.kume.1984@gmail.com>,magick-image,FilePath,BioImageDbs/v02/EM_id0011_HumanJurkat_All_512_4dTensor_dataset.gif,bioimage:segmentation:2D images:microscope:electron microscopy
